Номер сертификата происхождения,Наименование РПП,Форма сертификата,Номер бланка,ИИН/БИН отправителя/ экспортера,Наименование отправителя/ экспортера,Адрес отправителя/ экспортера,Наименование товара,Код ТН ВЭД,Критерий происхождения,Страна происхождения товара,Страна получателя/ импортера,Статус сертификата,Дата выдачи,3/20/2025
KZ RS 3 102 05476,Региональная палата предпринимателей г.Алматы,СТ-2,1400006,230340032243.0,"Товарищество с ограниченной ответственностью ""AЛМАФИТ""","Казахстан, г. Алматы, Алатауский район, Микрорайон Карасу, улица Центральная, дом 118, почтовый индекс 050048",Крем твердый порционный Проктол Sredstvo intimne higijene Proktol,3304990000,Y 5.7%,Республика Казахстан,Сербия,Истек срок действия сертификата,23.5.2023,23.05.2024
KZ RS 3 102 05476,Региональная палата предпринимателей г.Алматы,СТ-2,1400006,230340032243.0,"Товарищество с ограниченной ответственностью ""AЛМАФИТ""","Казахстан, г. Алматы, Алатауский район, Микрорайон Карасу, улица Центральная, дом 118, почтовый индекс 050048","Смесь сухого растительного сырья для приготовления горячих безалкогольных напитков «Русский иван чай» 
Biljni čaj sa dodatkom prirodne arome brusnice „Ruski ivan caj“",2106909300,Y 5.7%,Республика Казахстан,Сербия,Истек срок действия сертификата,23.5.2023,23.05.2024
KZ RS 3 102 05240,Палата предпринимателей г.Алматы,СТ-2,1400006,131140005508.0,InTop Group JSC,"Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FSF, III/IV, S2, 1525x1525x10  -  29,760 m3",4412330000,Y 26.28%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.5.2023,17.05.2024
KZ RS 3 102 05240,Региональная палата предпринимателей г.Алматы,СТ-2,1400006,131140005508.0,InTop Group JSC,"Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FSF, III/IV, S2, 1525x1525x10  -  29,760 m3",4412330000,Y 26.28%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.5.2023,17.05.2024
KZ RS 3 102 04535,Региональная палата предпринимателей г.Алматы,СТ-2,1400005,131140005508.0,InTop Group JSC,"Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FK, II/IV, S2, 1525x1525x10 - 30,703 m3",4412330000,Y 20%,Республика Казахстан,Serbia,Истек срок действия сертификата,2.5.2023,02.05.2024
KZ RS 3 102 04266,Региональная палата предпринимателей г.Алматы,СТ-2,1400005,131140005508.0,InTop Group JSC,"Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FK, IV/IV, NS,
1525x1525x18 - 30,390 m3 ",4412330000,"Y 29,8%",Республика Казахстан,Serbia,Истек срок действия сертификата,25.4.2023,25.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Molded products, planed profiled
softwood from larch, grade CD,
humidity 14-18%:
Deck board, thickness 27 mm, width 90 mm, length 2 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 90 mm, length 4 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 170 mm, length 3 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 170 mm, length 4 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 190 mm, length 2 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 190 mm, length 4 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 90 mm, length 2 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 90 mm, length 3 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 90 mm, length 4 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 140 mm, length 4 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Beveled planken board, thickness 20 mm, width 120 mm, length 2 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Beveled planken board, thickness 20 mm, width 120 mm, length 3 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Beveled planken board, thickness 20mm, width 120 mm, length 4 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 27 mm, width 40 mm, length 1,75 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 27 mm, width 40 mm, length 2,5 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00972,Региональная палата предпринимателей Павлодарской области,СТ-2,1400151,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 27 mm, width 40 mm, length 1 m",4409101800,Y 50%,Республика Казахстан,Serbia,Истек срок действия сертификата,14.4.2023,14.04.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Molded products, planed profiled softwood from larch, grade CD, humidity 14-18%: Board lining ""calm"", thickness 12,5 mm, width 121 mm, length 1 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 121 mm, length 1,25 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 121 mm, length 1,5 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 121 mm, length 1,75 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 121 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 121 mm, length 2,5 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 121 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 121 mm, length 2,25 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 96 mm, length 2,75 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 90 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 90 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 90 mm, length 4 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 110 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 110 mm, length 4 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 170 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 190 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 90 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 90 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 110 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 110 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 140 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 140 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken beveled, thickness 20 mm, width 120 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken beveled, thickness 20 mm, width 120 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken beveled, thickness 20 mm, width 120 mm, length 4 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 27 mm, width 40 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 40 mm, width 40 mm, length 1 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 40 mm, width 40 mm, length 1,75 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 40 mm, width 40 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 40 mm, width 40 mm, length 2,5 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 40 mm, width 40 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 43 mm, width 90 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00655,Региональная палата предпринимателей Павлодарской области,СТ-2,1400150,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 43 mm, width 120 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 111 01360,Региональная палата предпринимателей Костанайской области,СТ-2,1400347,120440003348.0,«SMART TRADE» LIMITED LIABILITY PARTNERSHIP,"Kostanay, Uzkokoleinnaya, street 9",Buckwheat,1008100009,P,Республика Казахстан,Serbia,Истек срок действия сертификата,17.3.2023,17.03.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Molded products, planed profiled softwood from larch, grade CD, humidity 14-18%:
Board lining ""calm"", thickness 12,5 mm, width 96 mm, length 1,5 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 96 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 96 mm, length 1 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 96 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 96 mm, length 2,25 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board lining ""calm"", thickness 12,5 mm, width 96 mm, length 1,75 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 90 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 90 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 90 mm, length 4 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 110 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Deck board, thickness 27 mm, width 140 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 90 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 90 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 120 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 120 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken straight, thickness 20 mm, width 120 mm, length 4 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken beveled, thickness 20 mm, width 120 mm, length 2 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken beveled, thickness 20 mm, width 120 mm, length 2,75 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken beveled, thickness 20 mm, width 120 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Board planken beveled, thickness 20 mm, width 120 mm, length 4 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
