bin_iin,manufacturer_name,legal_address,actual_address,phone,email,website,date_included_in_the_registry,date_of_change,number_of_employees,oced_code,kato,production_capacity
750821350253,ИП Лазурит,"г. Астана, 010000, ул. Майлина, д.8, кв.80",,,,,,,,,,
080640021612,ТОО «ИнфоСтройСервис»,"город Алматы, Жетысуский район, проспект Суюнбая, дом 89 ""Б"", офис 39, РК",,,,,,,,,,
191240018415,"ТОО ""Б-Агро Север""",СКО р-н Г. Мусрепова с. Ставрополка Комарова 7,,,,,,,,,,
631207400530,"ИП ""Дуйсенова Рая""","
Республика Казахстан, 120111, Кызылординская обл.,  Аральский район, с. Жаланаш, ул. Жаланаш 14",,,,,,,,,,
191140017929,"ТОО ""Нур Али 777""","РК, Акмолинская обл., г.Кокшетау, мкр.городок Строителей 2/16",,,,,,,,,,
220940035466,"ТОО ""EURASIA ENERGY.KZ""","г.Алматы, Медеуский район, ул. Карибжанова, дом 9",,,,,,,,,,
220640005671,"TOO ""SC Logistics""","Республика Казахстан, г.Шымкент, Аль-Фарабийский р-н, ул.Кошкар ата, д 123.",,,,,,,,,,
810603301673,ИП КУЛИЕВ ШАХИН РАМАЗАНОВИЧ,5 МИКРАРАЙОН 39 ДОМ 5 КВ.,,,,,,,,,,
220140018229,"ТОО ""KST CAPITAL KZ""","Костанайская обл, г.Костанай, ул.Фабричная 4А.РК",,,,,,,,,,
221140011728,ТОО «HONEST TRADING»,"Республика Казахстан,  Алматинская область, Карасайский район, город Каскелен, ул. Наурызбай, 88, офис 7",,,,,,,,,,
190740022716,"ТОО ""Green World Group-KZ","Республика Казахстан, город Алматы, Жетысуский район, Микрорайон Кемел, улица Алкисса, дом 8А, почтовый индекс 050000",,,,,,,,,,
150740002398,"ТОО ""Best Агропродукт"",","Республика Казахстан, 
г. Шымкент, Енбекшинский район, проезд Цурюпа 2",,,,,,,,,,
151040027112,"ТОО ""КАЗРОСС-КАПИТАЛ""","г.Астана, ул. А.Петрова 20/16",,,,,,,,,,
161240006288,"ТОО ""Petroprox""","г.Алматы, Богенбай батыра 142, офис 320",,,,,,,,,,
121240009196,"ТОО ""Grand Development Group""","РК, г. Шымкент, ул. Капал Батыра территория ""Ондиристик"" 116.",,,,,,,,,,
171140026210,"ТОО ""Костанай-Импэкс""","РК, г.Шымкент, Енбекшинский район, Каратюбинская трасса, здание 2 А.",,,,,,,,,,
210840023219,"ТОО ""Green Road Group""","Казахстан, г. Павлодар, ул. Ак. Маргулана, д.343/1, кв.19",,,,,,,,,,
710301404162,"ИП ""CIMEN DIS TICARET""","Туркестанская область, Сарыагашский район, город Сарыагаш, улица Ыскакова, 76, Республика Казахстан",,,,,,,,,,
900305302568,"ИП ""АЗЫЛХАН""","
120000, Республика Казахстан, г. Кызылорда, ул.М.Маметова, 53",,,,,,,,,,
800224401045,"ИП ""Кұрылыс Сервис""","Туркестанская область, город Шымкент, 194-квартал, 5320А., Республика Казахстан",,,,,,,,,,
030740005030,"Товарищество с ограниченной ответственностью ""Сары-Арка Астық""","Республика Казахстан, Акмолинская область, Есильский район, город Есиль, Проспект Ондирис, строение 9/2,",,,,,,,,,,
180940013455,"Товарищество с ограниченной ответственностью ""Торговый Дом ""IMPORT SAUDA""","Казахстан, город Алматы, Алмалинский район, улица Гоголя, дом 223, почтовый индекс 050026",,,,,,,,,,
120640015380,"Товарищество с ограниченной ответственностью ""Таусоғар""","Казахстан, Абай область, Урджарский район, Урджарский сельский округ, село Урджар, улица Есил, дом 4, почтовый индекс 071700",,,,,,,,,,
150940006714,"ТОО ""Жаркент Фрукт""","Республика Казахстан, область Жетісу, Панфиловский район, село Айдарлы, улица Женис, здание 1",,,,,,,,,,
860901300737,"КХ ""КАЛИЕВ""","РК, Алматинская область, Карасайский р-он, с. Иргели, участок 2",,,,,,,,,,
190440040733,ТОО ALAN-ASTYQ,"РК, Костанайская область, г. Костанай, улица Чехова 103, каб 308",,,,,,,,,,
211240009145,"ТОО ""КAZ TR""","Республика Казахстан, г.Алматы,  Мкр.КАЛКАМАН-2, ул.Нурпеисова Б, зд. 269",,,,,,,,,,
180240019825,"ТОО ""Казмилтрейд""","110007, Республика Казахстан, Костанайская область, г. Костанай, ул. Уральская 18",,,,,,,,,,
210940018612,"ТОО ""Capella""","РК, город Алматы, Алмалинский район, улица Муканова, дом 159, кв. 190, почтовый индекс 050026",,,,,,,,,,
221040002658,"ТОО ""Altyn Anyz""","Республика Казахстан, г.Алматы,.Мирас, дом 65, офис 207",,,,,,,,,,
201140019216,ТОО ЕсентайАгро+,"Казахстан, Западно-Казахстанская область, район Бәйтерек, Переметнинский сельский округ, село Болашақ, улица Ақбидай, дом 87, почтовый индекс 090000",,,,,,,,,,
210540028388,Товарищество с Ограниченной Ответственностью «ALATAU AGRO TRADE»,"110000, Республика Казахстан, г. Костанай ул. Карбышева строение 16Б",,,,,,,,,,
220440045752,"ТОО ""EAST TRADE (ИСТ ТРЕЙД)""","Казахстан, город Астана, район Есиль, проспект Мангилик Ел, здание 52А, н.п. 9",,,,,,,,,,
081040019522,ТОО Sweet City,"Казахстан, г.Алматы, пр. Достык, 132, н.п.75",,,,,,,,,,
870419401332,"ИП ""Orda Ris""","
Республика Казахстан, 120400, Кызылординская область, Казалинский район, кент Айтеке би, ул.Жанкожа батыра, д.43",,,,,,,,,,
210440008984,"ТОО ""D-NURAGRO""","Республика Казахстан, Туркестанская область, Жетысайский район, Кызылкумский С.О., С.Кызылкум, ул. М.Нурбаев, 34",,,,,,,,,,
220240004837,Premium Agro KZ (Премиум Агро КЗ),"Казахстан, Северо-Казахстанская область, Айыртауский район, Володарский сельский округ, село Саумалколь, улица Умышева, строение 20А",,,,,,,,,,
210140011854,"ТОО ""Астык Агро Экспорт""","Казахстан, город Нур-Султан, район Сарыарка, улица Бейбітшілік, здание 14, офис 1507, почтовый индекс 010000",,,,,,,,,,
210940039259,"ТОО ""Qazaq Artemia""","Республика Казахстан, Павлодарская область, город Павлодар, ул. Бекхожина, дом 13, кв. 17",,,,,,,,,,
150640010919,"ТОО ""АзияАгро""","Туркестанская область,, Отрарский район, Каргалинский сельский округ,село Каргалы, квартал 001,здание № 1123",,,,,,,,,,
020440005107,"ТОО ""Аква-Арасан""","110008. Республика Казахстан, Костанайская область, город Костанай,  улица Каирбекова, дом 238",,,,,,,,,,
210340030055,"Товарищество с ограниченной ответственностью ""Bek Best""","Казахстан, Абай область, г. Семей ул. Глинки д. 24 кв. (офис) 21",,,,,,,,,,
120740012756,ТОО «SBA-Agro Group»,"Республика Казахстан, Восточно-Казахстанская область, Глубоковский район, с.Секисовка, ул.Мичурина 11",,,,,,,,,,
040740003254,ТОО «Пойма Май Комбинаты»,"Республика Казахстан, Западно-Казахстанская область, Теректинский р-н, с. Пойма, ул. А. Молдагуловой д. 1А",,,,,,,,,,
190540006737,"ТОО ""Якар Маркетинг""","Алматинская область, Карасайский район, г.Каскелен, АКХ Ленинский участок 267/1",,,,,,,,,,
570123300274,ИП Бейсембаев С.Ж.,"Республика Казахстан, г.Семей ул.Щорса 162/2",,,,,,,,,,
210940035781,ТОО «Бірлік Жемі»,"Республика Казахстан, Жамбылская область, Шуский район, с. Бирлик, ул. Аулие Ата 1.",,,,,,,,,,
991140006277,"ТОО «Аманкелді»,","Республика Казахстан, Туркестанская область, Казыгуртский район, с.Казыгурт, ул. Кунаева, 8",,,,,,,,,,
201240021093,"Товарищество с ограниченной ответственностью ""SIM-steel solutions""","Казахстан, город Нур-Султан, район Алматы, Жилой массив Юго-Восток (левая сторона), улица Бурабай, здание 36А, почтовый индекс 010000",,,,,,,,,,
140540000947,"ТОО ""ABC Trading""","Республика Казахстан, Мангистауская область, город Актау, 14 микрорайон, Б/Ц ""Звезда Актау"", 105 офис",,,,,,,,,,
191240004415,"ТОО ""Астык агро 2050""","Республика Казахстан, г. Павлодар, ул. Луначарского 24а, офис 3",,,,,,,,,,
790804300985,"ИП ""KAZ.Er_Nur""","г. Нур-Султан, ул. Сейфуллина 8-58",,,,,,,,,,
710806402726,"ИП ""Береке""","Туркестанская обл. Сарагашский район, Тегисшильский с.о., с.Тегисшиль, 160900, ул. Т. Омаралиев., №16",,,,,,,,,,
180840024566,ТОО Азия Харвест,пр. Бухар Жирау 63-20,,,,,,,,,,
211040031451,ТОО «EXPORT HAN COMPANY»,"110000, РК, г. Костанай, проспект Аль-Фараби, д. 114, кабинет 223",,,,,,,,,,
140240026583.0,"«POSH RUNO» LLP, 090000,","Uralsk ,Tiulenina st.,47/1,Republic of Kazakhstan",,,,,,,,,,
010501501046,"ИП ""Магистраль""","Республика Казахстан, Туркестанская область, Мактааральский район, с.о Азаттык",,,,,,,,,,
200840018716,Agrofish 2020 ТОО,"РК, Нур-Султан, ул. А. Мамбетова, д. 16, офис 97",,,,,,,,,,
040940009697,"ТОО ""Карасу-Астык""","Костанайская область,Карасуский район,п.Карасу пер.Школьный 2",,,,,,,,,,
141040012485,"ТОО ""Корпорация ТрансКом""","РК,СКО, г.Петропавловск, ул.К.Сатпаева, д,46",,,,,,,,,,
030840007229,ТОО «Special Oil Projects»,"город Алматы, Наурызбайский район, Микрорайон Достык, улица Илтипат, дом 55",,,,,,,,,,
170140002290,"ТОО ""ЗапКаз Агро Трейд""","г.Актобе, ул.Марата Оспанова, д.54А, кв.2",,,,,,,,,,
131140021272,Товарищество с ограниченной ответственностью «Инарин»,"Республика Казахстан, г.Алматы, ул.Айтеке би 187, оф. 302",,,,,,,,,,
660719301456,ИП Готфрид Н.О.,"РК, г.Семей, ул Бостандык, №48, офис 11",,,,,,,,,,
220340016488,"ТОО ""ORIENS""","ВКО, район Алтай, г. Серебрянск, ул.Ленина, здание, 20",,,,,,,,,,
190440011195,"ТОО ""Алма-Атинские яблоки""","040400, Республика Казахстан, Алматинская обл., Енбекшиказахский р-н, г. Есик, ул. Орымбетова К., здание 60.",,,,,,,,,,
771201303138,ИП Абдрахимов Алик Рашитович,"г. Семей, ул.Павлодарская, 123",,,,,,,,,,
220940006086,"TOO ""NUR IMAN TRANSPORT COMPANY""","Республика Казахстан, Туркестанская область, Мактааральский район, село Н.Есентаев, улица Улан, дом 31/1,",,,,,,,,,,
950215300690,Индивидуальный предприниматель «Абдибилал Абай»,"Республика Казахстан, Туркестанская обл., Шардаринский р-н, г.Шардара, ул.Жамбыл 5",,,,,,,,,,
220440026479,"ТОО ""ZHANUYA - A""","Республика Казахстан, Жамбылская обл, г.Тараз, ул.Сыдыка Абыланова, д.46",,,,,,,,,,
201140008607,"ТОО ""KRT INVEST""","Казахстан, город Астана, район Алматы, улица Шәмші Қалдаяқов, дом 11, кв. 308.",,,,,,,,,,
140240021493,ТОО «Asian Grains»,"110000, г.Костанай, пр.Аль-Фараби, д.111а, каб.115, Республика Казахстан",,,,,,,,,,
190240003454,"ТОО ""Царская Каша KZ""","Республика Казахстан, г.Павлодар, ул.Малайсары батыр, 13, офис 107",,,,,,,,,,
220940014324,"ТОО ""BEKEY GROUP""","Республика Казахстан, Акмолинская область, г. Кокшетау, ул. Запара Темирбекова 143",,,,,,,,,,
210940040232,"ТОО ""ZERNOVA""","г. Нур-Султан, Район Алматы, пр. Р. Кошкарбаева, здание ½,офис 208",,,,,,,,,,
210940007072,ТОО «Samal commodities»,"РК, г. Алматы, Бостандыкский район, пр. Аль-Фараби, дом 5, ,блок 2 ""А"", офис №602",,,,,,,,,,
881017300116,ИП Евдокимов И.В.,"г.Алматы, Айнабулак 95, Республика Казахстан",,,,,,,,,,
170340021195,"Производственный кооператив ""СПК ""Береке-агро""","Республика Казахстан, Туркестанская область, Казыгуртский район, с. Шарбулак",,,,,,,,,,
491023350034,Индивидуальный предприниматель Климентьев Анатолий Александрович,"Республика Казахстан, г.Костанай,ул.Дорожников,2",,,,,,,,,,
721122300333,ИП White house,"Алматинская обл., Жамбылский р-он, с. Каргалы, ул. Айтұмар 1",,,,,,,,,,
220640048744,ТОО «Sunday Group KZ»,"Казахстан, Алматинская область, Карасайский район, Шамалганский сельский округ, село Шамалган, Учетный квартал 163, дом 3315",,,,,,,,,,
210264027111,"КХ ""КазАгро""","гАктобе,ул.8 ое марта дом 6 в 14",,,,,,,,,,
200140024458,Товарищество с ограниченной ответственностью «VG Asia (ВиДжи Азия)»,"Республика Казахстан, индекс 050012, г. Алматы, улица Шарипова Ади, здание 90",,,,,,,,,,
150140019579,"TOO ""Beshefar-S""","Республика Казахстан, Костанайская обл. г. Костанай, пр.Аль-Фараби 65 офис 604.",,,,,,,,,,
730806402175,ИП Сырьевой Ресурс,ск Голубой огонек19,,,,,,,,,,
961220300701,ИП «БАТЫР-Е.Р»,"РК, Туркестанская область, Сарыагашский район, с/о Кабланбек, село Кабланбек, ул. Маусым №45",,,,,,,,,,
910406401606,ИП «Саттыбаева»,"Туркестанская область, город Сарыагаш, улица Бухарбай ата, 22 А, Республика Казахстан",,,,,,,,,,
030340005784,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАЛЬНОЙ ДВОР""","010000, Республика Казахстан, г.Нур-Султан, район Сарыарка, проспект Республика, дом 3/2, кв.1",,,,,,,,,,
210840009947,"ТОО ""GS 451""","Республика Казахстан, Карагандинская область, Караганда г.а., район им.Казыбек Би, проспект Бухар Жырау, строение 57/1",,,,,,,,,,
210940016458,"ТОО ""Metal Yapi Eurasia (Метал Япы Евразия)""","Республика Казахстан, г. Нур-Султан, район Есиль, Проспект Қабанбай Батыр, дом 34/1, кв. 29",,,,,,,,,,
210240034163,"ТОО ""АМИГ trade""","РК, ВКО, г. Усть-Каменогорск, ул. Добролюбова 49",,,,,,,,,,
900624301138,"ИП ""BARAKAT""","г.Тараз улица Малика Жунисалиева д2, кв16",,,,,,,,,,
050640007265,ТОО Уральский завод металлоконструкций и новых технологий,ЗКО г.Уральск ул. Московская д.17,,,,,,,,,,
850107300147,ИП Жарлыгасов Берик Андарбаевич,"030000,Казахстан Актюбинская обл Актобе 11мкр 3 ВГ",,,,,,,,,,
570314300718,ИП Юферев В.Г.,"Республика Казахстан, г. Павлодар, ул. Павлова д.40 кв.21",,,,,,,,,,
800424301308,"ИП ""АРСЕН""","Республика Казахстан, г.Шымкент, мкр.15, д.1, кв.53",,,,,,,,,,
110540020986,"ТОО ""Forest Group Corporation""","город Шымкент , улица Желтоксан 20Б",,,,,,,,,,
610325450087,ИП Блинова,"РК, СКО,Есильский район, с .Петровка, ул.Жаркова 143",,,,,,,,,,
140340007769,"ТОО ""Актобе Генерация""","Республика Казахстан, 030000, г. Актобе, ул. Авиагородок, 40",,,,,,,,,,
090240006814,ТОО Союз Гранд,"РК, г. Актобе, пр. Абылкхаир-Хана 25-13, оф 416",,,,,,,,,,
130640015293,"ТОО «KTO Mineral Oil» Республика Казахстан
","г. Алматы, ул. Казыбек Би, д. 20А, оф. 103",,,,,,,,,,
220140011648,"ТОО ""AqNiet Agro gardens""","Республика Казахстан, Туркестанская область, Казыгуртский район, сельский округ Сабыра Рахимова, село Кокибел, ул. А.Куралов, дом 11",,,,,,,,,,
181140027151,"ТОО ""Агрохолдинг Кызылорда""","
Республика Кзахстан, Кызылординская обл., Жалагашский р-он, пос. Жалагаш, ул. Абая, 105",,,,,,,,,,
490324301535,"ИП ""Мамадалиева Ф""","Туркестанская область, город Сарыагаш, улица 65-лет Победы, 61, Республика Казахстан",,,,,,,,,,
061040002089,"ТОО ""Типография ЛЮКС БИНДЕР СЕРВИС""","Казахстан, г. Алматы, Алатауский р-н, мкр. Самгау, ул. Магистральная, дом 11",,,,,,,,,,
160240010095,"ТОО ""ТЕК ЛЕД""","050058, Республика Казахстан, Жетысуский район, г. Алматы, проспект Рыскулова, дом № 99",,,,,,,,,,
151140013027,ОФ «TURAN-AKTOBE»,"Актюбинская область, город Актобе, Улица Глинки Михаила Ивановича, дом 4, кв. 2.",,,,,,,,,,
100740010489,ТОО «Grain Flour-Export»,"Республика Казахстан, г.Костанай, ул.Уральская 39",,,,,,,,,,
900306400573,"ИП ""Guldauren""","г. Атырау, мкр. Авангард-2 дом 2, кв 75 Республика Казахстан.",,,,,,,,,,
190240008168,"ТОО ""Frosco""","040400, РК, Алматинская область, Енбекшиказахский район, г.Есик, ул. Алматинская, дом № 174",,,,,,,,,,
191240013395,"Товарищество с ограниченной ответственностью ""МАҚТАЛЫ АГРО""","Республика Казахстан, Туркестанская область, Жетысайский район, Макталинский сельский округ, село Макталы, улица Байтерек, строение 1, почтовый индекс 160516",,,,,,,,,,
830727302775,"Индивидуальный предприниматель ""ЖАБАЙ"",","Республика Казахстан, г. Шымкент, пр. Абая б/н",,,,,,,,,,
200940020038,"ТОО ""АгроПродуктЭкспорт""","Республика Казахстан, город Нур-Султан, улица А 184, здание 4",,,,,,,,,,
181040016033,"ТОО ""INSIDE TRANSPORT""","Казахстан, г. Атырау, сельский округ Ақсай, с. Ақсай, ул. Ақбалықсай, д. 18",,,,,,,,,,
990140005197,"ТОО""Жамбота""","Костанайская область, г. Житикара, 5-В мик-он, дом 8, кв.3",,,,,,,,,,
210340016238,"ТОО ""К-Экспорт""","A26F7X7 Республика Казахстан, город Алматы, пр-т Назарбаева 130.",,,,,,,,,,
781219450265,ИП«Nauryz Marathon»,"г.Нур-Султан, ул. Тәуелсіздік, д.43/3-96",,,,,,,,,,
061240021954,ТОО «FRESH FRUIT KAZAKHSTAN» (Фреш Фрут Казахстан),"041611, РК, Алматинская область,  Талгарский район, Гульдалинский сельский округ, с.Гульдала, Здание 185",,,,,,,,,,
061240014436,Товарищество с ограниченной ответственностью «Алтын Дала Астык»,"Республика Казахстан, г. Павлодар, ул. Торговая, строение 5/1",,,,,,,,,,
800810402162,ИП «Best trade»,"Республика Казахстан, г.Алматы, ул. Каирбекова , 37,8.",,,,,,,,,,
140440007990,EUROTECH INDUSTRIES LTD,"Алматы, Турксибский район, ул Спасская, 68В",,,,,,,,,,
220140006473,"ТОО ""Golden Seed-PVL""","Республика Казахстан, Павлодарская область, город Павлодар, улица Торайгырова, дом 66, кв. 25",,,,,,,,,,
180940034280,"ТОО ""Сафар-Р""","РК, Абай обл, г. Семей, ул. К.Бозтаева, 131-58",,,,,,,,,,
210640007557,"Товарищество с ограниченной ответственностью ""Silk Way Export""","Республика Казахстан, город Костанай, микр.Северо-западный, квартал 41,дом 8",,,,,,,,,,
021107500338,ИП Болат,Город Шымкент Микрорайон Карасу 6а,,,,,,,,,,
100240010966,"ТОО «UA COMMERCE»,","Республика Казахстан, г. Алматы, ул. Илийский тракт, 17",,,,,,,,,,
160840009142,"ТОО ЗЕРНОВАЯ КОМПАНИЯ ""GRANASCO""","Республика Казахстан, 020000, Акмолинская область г.Кокшетау, ул.Сулейменова, д.22, оф.51",,,,,,,,,,
900909350859,"ИП"" Мартемьянов Г.А.""","Западно-Казахстанская область г. Уральск , 090000, Азербайджанская , 15",,,,,,,,,,
160940012691,"ТОО""Адиль Трейд""","РК, Акмолинская область, Бурабайский р-н, г.Щучинск, ул.Фабричная 2б",,,,,,,,,,
130340009031,"СПК ""Серіктесу""","Республика Казахстан, Акмолинская область, Зерендинский р-н, Аккольский с/о, с.Молодежное",,,,,,,,,,
150940024504,"ТОО ""Trade Agro Pvl""","Республика Казахстан, 140000, г.Павлодар, Промышленная зона Восточная, строение 91",,,,,,,,,,
060540010213,"ТОО """"Оңтүстік-Газ""""","Казахстан, Туркестанская область, Ордабасинский район, Бадамский сельский округ, село Бадам, улица А.Шопакулы, здание 1А",,,,,,,,,,
730425000846,ИП «Алибаева Гулмира Утеповна»,"РК, Туркестанская обл., р-н Казыгуртский    с. Жанабазар, улица 1-мая, дом 25",,,,,,,,,,
471111400207,ИП Чалыкина Галина,"РК, Алматы, мкр. Жетысу 2, дом 38, кв. 46",,,,,,,,,,
200240019227,ТОО «Werity-2020» (Верити-2020),"Республика Казахстан, г. Алматы, пр. Рыскулова, 140/4, офис 508.",,,,,,,,,,
150160024742,"КХ ""Сарсенбаева Ержана""","Республика Казахстан, Атырауская область, Курмангазинский район, Приморье село, ул.Махамбета д №22",,,,,,,,,,
060840001552,"ТОО ""Oil Real Estate""","г.Алматы, пр Назарбаева 187А",,,,,,,,,,
100440000916,"ТОО ""FEED TRADE""","РК.,050016, г. Алматы, пр.Райымбека 221А/4, оф.7",,,,,,,,,,
210740008281,ТОО «SAMI TRADE»,"Республика Казахстан, г. Алматы,  Бостандыкский район, мкр. Мирас, дом 65, офис 205",,,,,,,,,,
210140020477,ТОО «KMI Company -Ontustik»,"Казахстан, город Шымкент, р-он Енбекшинский, мкрю Северо-Восток, д. №303В, БЦ «АРНА» 405 кабинет",,,,,,,,,,
201140021496,"ТОО ""BARAKAT AGRO TRADE""","080000, Республика Казахстан, Жамбылская область, город Тараз, улица Малика Жунисалиева, дом 2, кв.16.",,,,,,,,,,
681027400046,ИП АМИРБАЕВА,"Республика Казахстан, Туркестанская область, Шардаринский район, г. Шардара, ул Достық 4",,,,,,,,,,
110640019679,"ТОО ""Жаркын Ниет""","Республика Казахстан, 050000, г.Алматы, Алмалинский район, ул.Байтурсынова д.19, оф.202",,,,,,,,,,
190740013826,"ТОО""Тараз Терминал 98""","РК. г.Тараз, ул.Айтиева,д.136",,,,,,,,,,
220740036219,"ТОО ""Агро платинум""","Республика Казахстан, Алматы, Алмалинский район, ул.Муканова 128",,,,,,,,,,
220440024165,ТОО «КазПромРеагент»,"100012, РК, г. Караганда,  ул.  Жангозина,  д. 11",,,,,,,,,,
140440031795,"ТОО ""Фуд Лайн""","Республика Казахстан, г. Алматы, мкр. Нур Алатау, ул. Бериктас, дом 78",,,,,,,,,,
211040032142,"ТОО ""ЭкоСити KST""","Казахстан, Костанайская область, город Костанай,  улица Перронная, дом  12/1, потчовый  индекс  110000",,,,,,,,,,
850604300565,"ИП ""КАЗ ФРУКТ""","Туркестанская область, Сарыагашский район, г.Сарыагаш, улица Казына, дом, 21, Республика Казахстан",,,,,,,,,,
181040016836,"Товарищество с ограниченной ответственностью ""Эко Торг Сервис""","АКТЮБИНСКАЯ ОБЛАСТЬ, АКТОБЕ Г.А., Г.АКТОБЕ, РАЙОН АСТАНА, УЛИЦА А. ЧЕКАЛИНА, 30, КВ 45",,,,,,,,,,
130940025390,"ТОО ""Glencore""","Казахстан, г. Алматы, Медеуский район, мкр. Самал-2, дом 77А, почтовый индекс 050059",,,,,,,,,,
200740018772,"ТОО ""SAW571-GROUP""","РК,г.Нур-Султан, Сыганак 54А, н.п 112",,,,,,,,,,
020706500341,"ИП ""Айбек""","Республика Казахстан, Туркестанская область, Мактаральский район, с.Атакент, ул.Дильдабекова, 5",,,,,,,,,,
210540018579,"ТОО ""KEC""","г. Шымкент ул. Микрорайон НУРТАС , Улица НОВОСТРОЙКИ д. 681",,,,,,,,,,
081140000783,"ТОО ""Иртышские Мельницы""","Республика Казахстан, Павлодарская область, г.Павлодар, Центральный промышленный район",,,,,,,,,,
210540005616,ТОО «ОПТИМУМ ПРАЙС»,"Республика Казахстан, г.Алматы, Бостандыкский район, ул.Ауэзова 126",,,,,,,,,,
731026300702,"Индивидуальный предприниматель ""Баян Аул""","090009, Республика Казахстан,Западно-Казахстанская обл., г. Уральск, ул. Рыбкомбинат, дом 60",,,,,,,,,,
810124303236,ИП Иляев,"Республика Казахстан, г. Шымкент, Аль-Фарабийский район, ул. Тыныбаева 33, офис 69",,,,,,,,,,
891218350563,"ИП ""Тюпаев Д.А.""","РК,ЗКО,г.Уральск,ул.Азербайджанская 13/2",,,,,,,,,,
180440040444,"ТОО ""Khorgos free zone logistics services""","Казахстан, Алматинская область, Панфиловский район, Пиджимский сельский округ, Учетный квартал 085, здание 1337, почтовый индекс 041322",,,,,,,,,,
930201300294,Индивидуальный Предприниматель Ергалиев Қуаныш Амангельдыұлы,"Актюбинская обл., г. Актобе, ул. Шернияза, д. 58, кв. 4",,,,,,,,,,
210940003555,"ТОО ""Ордабай Агро KZ""","020000, РК,Акмолинская область, город Кокшетау, ул.Абая д.113, кв.33",,,,,,,,,,
151240004349,"ТОО ""European Food Company""","г. Караганда, ул. Тулепова, строение 10",,,,,,,,,,
771001402812,"ИП ""Талиева Гулзат Нуракбаевна""","Республика Казахстан, г.Астана, район Алматы, ул.Абая 45/2",,,,,,,,,,
170440029848,"ТОО ""Хлеб Снаб""","РК, г.Костанай, ул.Перронная 15",,,,,,,,,,
080740020063,"ТОО ""Лидер Инвест""","г. Алматы, ул. Бокейханова, 49",,,,,,,,,,
101240007087,"ТОО ""Акрус-Казахстан""","Республика Казахстан 090000, ЗКО, г. Уральск, ул. Курмангазы, д.163,кв.67",,,,,,,,,,
201040000608,"ТОО ""ЭкоПак Систем""","г. Петропаловск, проезд Индустриальные 27-а",,,,,,,,,,
001040002890,"ТОО ""ИГЛЕН""","РК, г. Алматы, ул. Венецианова, 6",,,,,,,,,,
950212300713,"ИП ""САДИРБАЙ А.М.""","Туркестанская область, Сарыагашский район, Тегисшильский с.о., с.Таскескен",,,,,,,,,,
160140017257,"ТОО ""Казахстанско-российская сталепромышленная компания""","Казахстан, город Нур-Султан, район Байконыр, Жилой массив Өндіріс, улица Тайбурыл, здание 23/1, оф. 12",,,,,,,,,,
910317302093,"ИП ""Ержан""","Туркестанская область, Келеский район, село Абай, улица Ташанова, 7. Республика Казахстан",,,,,,,,,,
180440028970,"ТОО ""Актюбинский трубный завод""","Республика Казахстан, 030000, г.Актобе, ул.Пожарского 105А",,,,,,,,,,
170640012612,"ТОО ""Petro Oil Barite"" Республика Казахстан
","г. Караганда, мкр-н Алтын Арка 17, н.п. 30",,,,,,,,,,
220240017908,"ТОО ""НурАгро-Групп""","Республика Казахстан, г.Алматы, пр.Гагарина, дом.35, кв 160",,,,,,,,,,
820825399065,Индивидуальный Предприниматель Тылеубек Кенже,"РК, Жамбылская обл., Кордайский р/н, с. Кордай,  ул Жамбыла, д 239",,,,,,,,,,
091040019891,"ТОО ""ТД Проммашкомплект""","Республика Казахстан, Павлодарская область, город Экибастуз, проспект имени Д.А. Кунаева 93А",,,,,,,,,,
200340010821,"ТОО ""ТуркестанКазына""","Туркестанская область, город Туркестан, улица Мадиниет, дом 12, Республика Казахстан",,,,,,,,,,
881217350142,"ИП ""Чистый город""","Республика Казахстан, Акмолинская область, г. Кокшетау, село Красный Яр, улица Абая 10, 
участок 2",,,,,,,,,,
100240023630,"ТОО ""Юготон""","Республика Казахстан, 140003, г. Павлодар, ул. Абая, дом №115/3",,,,,,,,,,
161040004819,"ТОО ""ЛСК""","г.Нур-Султан, 010011, район Сарыарка, ул.Ақбуғы, дом 8/1 кв.66",,,,,,,,,,
940818300171,Алиев Самир Назимович,"Республика Казахстан, г. Шымкент, ул. Алимбетова, дом 195, кв 46.",,,,,,,,,,
180640013692,Товарищество с ограниченной ответственностью «PavlodarNaturProduct»,"Республика Казахстан, г. Павлодар, ул. Ломова, 186/6",,,,,,,,,,
611106350307,"КХ ""Асхат""","Казахстан, 140000, Павлодарская обл, Павлодарский район, с. Мичурино",,,,,,,,,,
190440006971,"ТОО ""Хим Универсал""","г. Тараз, ул. Буденного № 34",,,,,,,,,,
190240007734,"ТОО ""ABBAK GROUP""","Туркестанская область, Казыгуртский район, село Какпак, ул. Абая Кунанбаева, д. 74, Республика Казахстан",,,,,,,,,,
180440016947,"TOO ""KAZ EXPORT CORPORATION""","РК, г.Костанай, ул.Майлина, 57А, офис 55",,,,,,,,,,
970809300693,"ИП ""Logitrans""","Республика Казахстан, Туркестанская область, Мактааральский район, Мактааральский сельский округ, с. село Есентаев, улица Жастар 52",,,,,,,,,,
190840011992,"ТОО ""Mega Tas""","Алматинская область, Илийский район, Караойский сельский округ, село Косозен, ул.Г.Муратбаев, здание 9, почтовый индекс 040000, Республика Казахстан",,,,,,,,,,
